review_id,app_name,category,rating,review_date,user_id
2207,HotelFind,Travel,4,2022-04-17,user_07540
2208,CryptoWatch,Finance,1,2022-05-22,user_07899
2209,GameHub,Entertainment,2,2022-03-04,user_00931
2210,CryptoWatch,Finance,4,2022-10-04,user_03832
2211,CleanUp Pro,Tools,5,2022-07-20,user_01301
2212,VoiceLink,Communication,3,2022-07-26,user_04270
2213,QuickScan,Tools,5,2022-12-27,user_03858
2214,Circlez,Social,4,2022-07-14,user_02275
2215,NoteSync,Productivity,4,2022-01-20,user_05029
2216,GroupChat,Communication,5,2022-03-16,user_03968
2217,FlightAlert,Travel,5,2022-11-04,user_00883
2218,PriceAlert,Shopping,1,2022-04-09,user_06961
2219,PriceAlert,Shopping,3,2022-09-27,user_04874
2220,MealPlan,Health & Fitness,4,2022-04-10,user_02523
2221,FocusMate,Productivity,4,2022-06-26,user_03663
2222,TripBuilder,Travel,3,2022-11-08,user_00874
2223,LearnFast,Education,1,2022-03-31,user_00379
2224,MoneyTrack,Finance,4,2022-07-24,user_05431
2225,GroupChat,Communication,4,2022-07-23,user_05974
2226,CartQuick,Shopping,1,2022-11-19,user_07889
2227,DealFinder,Shopping,2,2022-08-09,user_06573
2228,GameHub,Entertainment,4,2022-05-14,user_06707
2229,MessengerX,Communication,2,2022-12-22,user_02852
2230,MessengerX,Communication,1,2022-04-05,user_03892
2231,LearnFast,Education,2,2022-10-25,user_07375
2232,TripBuilder,Travel,5,2022-02-10,user_02489
2233,StepCounter,Health & Fitness,2,2022-12-16,user_01046
2234,TaskFlow,Productivity,5,2022-06-20,user_07514
2235,FocusMate,Productivity,4,2022-02-07,user_05943
2236,MoneyTrack,Finance,1,2022-02-17,user_03198
2237,SnapFeed,Social,2,2022-05-08,user_07187
2238,PriceAlert,Shopping,5,2022-05-24,user_05873
2239,StepCounter,Health & Fitness,5,2022-07-29,user_06035
2240,FocusMate,Productivity,3,2022-03-29,user_04039
2241,VoiceLink,Communication,4,2022-08-23,user_02861
2242,TaskFlow,Productivity,4,2022-04-10,user_06205
2243,MusicBox,Entertainment,4,2022-04-23,user_05472
2244,DealFinder,Shopping,2,2022-04-24,user_01306
2245,NoteSync,Productivity,1,2022-06-19,user_03226
2246,TripBuilder,Travel,4,2022-01-09,user_04030
2247,QuickScan,Tools,5,2022-11-17,user_07252
2248,GroupChat,Communication,2,2022-11-01,user_00405
2249,StudyBot,Education,2,2022-08-31,user_01177
2250,FlightAlert,Travel,4,2022-07-26,user_00175
2251,FileMaster,Tools,1,2022-10-13,user_04854
2252,Circlez,Social,3,2022-03-27,user_07423
2253,StreamNow,Entertainment,4,2022-03-14,user_01418
2254,BudgetPal,Finance,4,2022-08-08,user_05265
2255,StreamNow,Entertainment,4,2022-07-08,user_07790
2256,StepCounter,Health & Fitness,4,2022-04-23,user_01358
2257,PriceAlert,Shopping,4,2022-01-24,user_02472
2258,MessengerX,Communication,5,2022-10-20,user_04116
2259,QuickScan,Tools,3,2022-01-11,user_00660
2260,FitLogger,Health & Fitness,4,2022-06-11,user_02159
2261,StudyBot,Education,4,2022-11-18,user_02535
2262,CartQuick,Shopping,3,2022-04-28,user_04419
2263,Circlez,Social,5,2022-04-02,user_06243
2264,Circlez,Social,5,2022-09-06,user_02407
2265,HotelFind,Travel,4,2022-01-26,user_03256
2266,PriceAlert,Shopping,4,2022-09-28,user_02393
2267,MealPlan,Health & Fitness,5,2022-06-02,user_01862
2268,VoiceLink,Communication,1,2022-10-12,user_01555
2269,CryptoWatch,Finance,4,2022-09-28,user_05953
2270,CartQuick,Shopping,2,2022-12-04,user_01729
2271,MealPlan,Health & Fitness,4,2022-04-25,user_06759
2272,QuickScan,Tools,1,2022-10-19,user_06592
2273,MealPlan,Health & Fitness,3,2022-02-05,user_03456
2274,PriceAlert,Shopping,2,2022-05-30,user_05590
2275,MessengerX,Communication,5,2022-03-17,user_03551
2276,FlightAlert,Travel,5,2022-04-13,user_03552
2277,GameHub,Entertainment,2,2022-03-13,user_07828
2278,MoneyTrack,Finance,2,2022-09-25,user_06925
2279,MusicBox,Entertainment,1,2022-03-13,user_06882
2280,NoteSync,Productivity,4,2022-07-30,user_05895
2281,FileMaster,Tools,2,2022-10-25,user_00084
2282,HotelFind,Travel,3,2022-10-04,user_05962
2283,MoneyTrack,Finance,4,2022-09-15,user_01885
2284,StreamNow,Entertainment,4,2022-11-11,user_05197
2285,MealPlan,Health & Fitness,1,2022-09-25,user_03435
2286,QuickScan,Tools,5,2022-07-28,user_02324
2287,SnapFeed,Social,4,2022-06-01,user_04946
2288,StudyBot,Education,2,2022-03-07,user_01024
2289,TripBuilder,Travel,3,2022-01-10,user_04827
2290,TaskFlow,Productivity,4,2022-09-30,user_01384
2291,MusicBox,Entertainment,5,2022-10-18,user_00340
2292,FlightAlert,Travel,5,2022-07-22,user_01520
2293,CryptoWatch,Finance,5,2022-01-27,user_03235
2294,BudgetPal,Finance,4,2022-05-20,user_01933
2295,QuickScan,Tools,2,2022-02-18,user_01928
2296,MealPlan,Health & Fitness,5,2022-10-19,user_07600
2297,MusicBox,Entertainment,4,2022-02-23,user_05776
2298,StepCounter,Health & Fitness,5,2022-10-26,user_04496
2299,StepCounter,Health & Fitness,3,2022-07-06,user_01278
2300,Circlez,Social,3,2022-08-17,user_00340
2301,CartQuick,Shopping,4,2022-03-04,user_04054
2302,MessengerX,Communication,3,2022-06-06,user_00255
2303,StudyBot,Education,5,2022-02-23,user_01137
2304,NoteSync,Productivity,3,2022-05-21,user_07429
2305,FlightAlert,Travel,4,2022-07-10,user_07338
2306,QuizMaster,Education,2,2022-12-29,user_03590
2307,VoiceLink,Communication,2,2022-02-21,user_03759
2308,CartQuick,Shopping,5,2022-07-23,user_01172
2309,FitLogger,Health & Fitness,5,2022-11-23,user_01145
2310,StreamNow,Entertainment,5,2022-03-19,user_06679
2311,FitLogger,Health & Fitness,2,2022-02-13,user_01114
2312,StepCounter,Health & Fitness,1,2022-12-01,user_04205
2313,QuizMaster,Education,2,2022-07-09,user_07131
2314,MoneyTrack,Finance,1,2022-04-21,user_01176
2315,MoneyTrack,Finance,4,2022-06-15,user_02071
2316,CartQuick,Shopping,5,2022-01-05,user_06060
2317,PriceAlert,Shopping,4,2022-05-07,user_03866
2318,MoneyTrack,Finance,4,2022-11-02,user_03914
2319,NoteSync,Productivity,4,2022-03-09,user_01935
2320,FileMaster,Tools,1,2022-08-09,user_00692
2321,MealPlan,Health & Fitness,5,2022-08-29,user_03195
2322,DealFinder,Shopping,3,2022-01-18,user_01982
2323,Circlez,Social,3,2022-12-16,user_04870
2324,StreamNow,Entertainment,5,2022-02-07,user_05222
2325,FocusMate,Productivity,2,2022-07-09,user_06467
2326,MusicBox,Entertainment,2,2022-10-08,user_06189
2327,MealPlan,Health & Fitness,2,2022-09-07,user_07200
2328,TaskFlow,Productivity,3,2022-11-16,user_01608
2329,FocusMate,Productivity,2,2022-12-07,user_03847
2330,CleanUp Pro,Tools,5,2022-10-17,user_07484
2331,TripBuilder,Travel,1,2022-09-17,user_04310
2332,CleanUp Pro,Tools,2,2022-05-28,user_01449
2333,QuizMaster,Education,1,2022-04-09,user_00950
2334,Chatterbox,Social,5,2022-12-28,user_05448
2335,CleanUp Pro,Tools,3,2022-06-25,user_00379
2336,CartQuick,Shopping,1,2022-01-29,user_01681
2337,StudyBot,Education,5,2022-12-30,user_01959
2338,LearnFast,Education,3,2022-12-29,user_03148
2339,CleanUp Pro,Tools,2,2022-08-23,user_01120
2340,MessengerX,Communication,4,2022-11-18,user_06398
2341,FlightAlert,Travel,3,2022-02-19,user_00775
2342,GameHub,Entertainment,1,2022-01-08,user_04307
2343,FitLogger,Health & Fitness,3,2022-03-29,user_01144
2344,CartQuick,Shopping,4,2022-10-30,user_00208
2345,HotelFind,Travel,2,2022-09-11,user_04565
2346,Chatterbox,Social,5,2022-06-29,user_05680
2347,MoneyTrack,Finance,5,2022-03-23,user_02277
2348,MusicBox,Entertainment,1,2022-10-29,user_06224
2349,QuizMaster,Education,4,2022-10-31,user_06703
2350,HotelFind,Travel,5,2022-12-10,user_03143
2351,MusicBox,Entertainment,4,2022-02-15,user_03294
2352,MealPlan,Health & Fitness,3,2022-07-27,user_05935
2353,MusicBox,Entertainment,4,2022-10-22,user_07767
2354,LearnFast,Education,2,2022-10-24,user_06328
2355,FitLogger,Health & Fitness,5,2022-10-19,user_05946
2356,QuickScan,Tools,2,2022-03-04,user_01104
2357,VoiceLink,Communication,1,2022-04-09,user_02611
2358,TripBuilder,Travel,5,2022-05-04,user_05469
2359,StepCounter,Health & Fitness,1,2022-10-05,user_05701
2360,FileMaster,Tools,1,2022-09-17,user_06377
2361,FitLogger,Health & Fitness,1,2022-04-26,user_07609
2362,HotelFind,Travel,5,2022-08-29,user_00952
2363,MessengerX,Communication,1,2022-03-27,user_00443
2364,MessengerX,Communication,1,2022-05-16,user_06058
2365,MessengerX,Communication,2,2022-11-10,user_01228
2366,GroupChat,Communication,1,2022-11-05,user_02651
2367,FlightAlert,Travel,4,2022-04-21,user_02600
2368,LearnFast,Education,4,2022-12-29,user_01824
2369,QuickScan,Tools,3,2022-03-15,user_03307
2370,FlightAlert,Travel,4,2022-10-05,user_07366
2371,FlightAlert,Travel,4,2022-07-31,user_03370
2372,CryptoWatch,Finance,5,2022-10-12,user_04859
2373,StepCounter,Health & Fitness,5,2022-07-23,user_01861
2374,MessengerX,Communication,3,2022-10-29,user_01773
2375,TaskFlow,Productivity,3,2022-02-01,user_07892
2376,GameHub,Entertainment,2,2022-05-18,user_01323
2377,StreamNow,Entertainment,5,2022-12-07,user_03455
2378,FlightAlert,Travel,5,2022-12-22,user_05987
2379,FitLogger,Health & Fitness,5,2022-06-09,user_05025
2380,GroupChat,Communication,5,2022-04-21,user_01862
2381,FlightAlert,Travel,1,2022-06-14,user_03389
2382,FitLogger,Health & Fitness,4,2022-09-27,user_05391
2383,TripBuilder,Travel,3,2022-03-13,user_00630
2384,QuickScan,Tools,3,2022-05-12,user_03392
2385,Circlez,Social,4,2022-02-18,user_07656
2386,StreamNow,Entertainment,2,2022-08-17,user_03940
2387,PriceAlert,Shopping,4,2022-10-14,user_00463
2388,VoiceLink,Communication,5,2022-06-15,user_01518
2389,FileMaster,Tools,3,2022-11-10,user_04043
2390,PriceAlert,Shopping,1,2022-03-08,user_04094
2391,StepCounter,Health & Fitness,5,2022-06-03,user_04677
2392,CartQuick,Shopping,1,2022-05-05,user_04439
2393,SnapFeed,Social,5,2022-06-27,user_01197
2394,NoteSync,Productivity,4,2022-12-06,user_00775
2395,SnapFeed,Social,1,2022-10-17,user_06765
2396,MessengerX,Communication,5,2022-04-12,user_01998
2397,BudgetPal,Finance,5,2022-06-08,user_05276
2398,DealFinder,Shopping,5,2022-08-22,user_06389
2399,VoiceLink,Communication,2,2022-07-06,user_02839
2400,StepCounter,Health & Fitness,3,2022-02-06,user_07667
2401,FocusMate,Productivity,1,2022-01-15,user_02032
2402,QuizMaster,Education,3,2022-07-16,user_04746
2403,TaskFlow,Productivity,5,2022-03-20,user_07813
2404,BudgetPal,Finance,5,2022-03-24,user_07916
2405,FitLogger,Health & Fitness,2,2022-05-01,user_00782
2406,TaskFlow,Productivity,3,2022-11-08,user_00354
2407,Chatterbox,Social,5,2022-10-15,user_01897
2408,FitLogger,Health & Fitness,4,2022-08-25,user_06079
2409,LearnFast,Education,4,2022-12-19,user_00902
2410,MoneyTrack,Finance,1,2022-07-15,user_01242
2411,QuickScan,Tools,4,2022-02-27,user_00954
2412,Circlez,Social,5,2022-05-27,user_06880
2413,FocusMate,Productivity,5,2022-11-26,user_07739
2414,StudyBot,Education,4,2022-03-26,user_07439
2415,MessengerX,Communication,2,2022-10-03,user_04531
2416,FocusMate,Productivity,5,2022-04-24,user_01785
2417,Chatterbox,Social,3,2022-03-31,user_05115
2418,GameHub,Entertainment,2,2022-10-02,user_07994
2419,CleanUp Pro,Tools,1,2022-08-14,user_04073
2420,CleanUp Pro,Tools,1,2022-03-17,user_05842
2421,SnapFeed,Social,3,2022-09-18,user_02155
2422,FitLogger,Health & Fitness,5,2022-05-07,user_04548
2423,StudyBot,Education,4,2022-11-20,user_03492
2424,MessengerX,Communication,3,2022-05-07,user_03867
2425,GroupChat,Communication,3,2022-02-05,user_00861
2426,GroupChat,Communication,4,2022-11-07,user_06850
2427,QuickScan,Tools,3,2022-05-09,user_05673
2428,CryptoWatch,Finance,4,2022-02-11,user_04930
2429,VoiceLink,Communication,4,2022-06-20,user_06437
2430,QuickScan,Tools,3,2022-07-29,user_01289
2431,Chatterbox,Social,4,2022-02-03,user_05052
2432,DealFinder,Shopping,3,2022-07-09,user_00355
2433,GroupChat,Communication,2,2022-03-02,user_00839
2434,PriceAlert,Shopping,3,2022-04-03,user_05998
2435,MessengerX,Communication,1,2022-08-17,user_07977
2436,StepCounter,Health & Fitness,2,2022-08-11,user_06286
2437,CleanUp Pro,Tools,2,2022-08-24,user_06750
2438,MoneyTrack,Finance,4,2022-06-05,user_02532
2439,FlightAlert,Travel,5,2022-08-13,user_05179
2440,QuickScan,Tools,4,2022-07-25,user_00594
2441,CleanUp Pro,Tools,4,2022-12-05,user_02658
2442,TaskFlow,Productivity,3,2022-12-23,user_02184
2443,MessengerX,Communication,5,2022-09-12,user_02522
2444,CryptoWatch,Finance,3,2022-02-05,user_03213
2445,PriceAlert,Shopping,3,2022-10-24,user_05118
2446,MusicBox,Entertainment,2,2022-02-18,user_00462
2447,Chatterbox,Social,4,2022-05-06,user_07028
2448,StudyBot,Education,1,2022-10-06,user_03275
2449,CleanUp Pro,Tools,5,2022-04-19,user_02018
2450,FileMaster,Tools,4,2022-07-11,user_03269
2451,StreamNow,Entertainment,3,2022-04-30,user_07849
2452,DealFinder,Shopping,3,2022-01-10,user_05889
2453,CartQuick,Shopping,2,2022-08-16,user_05676
2454,StudyBot,Education,3,2022-06-24,user_06487
2455,QuizMaster,Education,1,2022-08-04,user_07901
2456,MessengerX,Communication,3,2022-06-05,user_07352
2457,MoneyTrack,Finance,2,2022-07-15,user_06255
2458,TripBuilder,Travel,4,2022-08-16,user_02429
2459,MoneyTrack,Finance,4,2022-08-30,user_04778
2460,FocusMate,Productivity,3,2022-11-11,user_05980
2461,BudgetPal,Finance,1,2022-09-12,user_07734
2462,FileMaster,Tools,4,2022-12-27,user_02180
2463,GroupChat,Communication,1,2022-01-09,user_07861
2464,TaskFlow,Productivity,2,2022-03-12,user_06657
2465,MoneyTrack,Finance,3,2022-03-19,user_04105
2466,StreamNow,Entertainment,5,2022-11-05,user_02996
2467,BudgetPal,Finance,5,2022-11-21,user_03760
2468,PriceAlert,Shopping,4,2022-05-07,user_05887
2469,VoiceLink,Communication,1,2022-04-12,user_01618
2470,Circlez,Social,3,2022-07-25,user_05365
2471,SnapFeed,Social,2,2022-01-03,user_07384
2472,TaskFlow,Productivity,5,2022-12-12,user_03464
2473,DealFinder,Shopping,1,2022-05-12,user_00027
2474,Chatterbox,Social,5,2022-01-08,user_03799
2475,BudgetPal,Finance,5,2022-11-15,user_06186
2476,QuickScan,Tools,1,2022-03-08,user_02445
2477,DealFinder,Shopping,3,2022-05-09,user_07265
2478,QuizMaster,Education,4,2022-01-09,user_02525
2479,StepCounter,Health & Fitness,2,2022-05-17,user_07998
2480,NoteSync,Productivity,5,2022-09-14,user_00470
2481,Circlez,Social,3,2022-01-15,user_06474
2482,VoiceLink,Communication,5,2022-04-19,user_00855
2483,MusicBox,Entertainment,2,2022-06-27,user_06347
2484,QuizMaster,Education,1,2022-06-27,user_02246
2485,Circlez,Social,3,2022-02-20,user_01527
2486,FitLogger,Health & Fitness,2,2022-06-15,user_02266
2487,TaskFlow,Productivity,1,2022-10-21,user_01110
2488,CleanUp Pro,Tools,1,2022-06-25,user_00291
2489,GroupChat,Communication,3,2022-07-12,user_00368
2490,StreamNow,Entertainment,5,2022-01-20,user_06763
2491,PriceAlert,Shopping,3,2022-01-26,user_02413
2492,FlightAlert,Travel,5,2022-06-30,user_02853
2493,StepCounter,Health & Fitness,2,2022-07-28,user_07648
2494,MusicBox,Entertainment,5,2022-04-23,user_00834
2495,TaskFlow,Productivity,2,2022-04-10,user_00570
2496,PriceAlert,Shopping,5,2022-11-23,user_06660
2497,PriceAlert,Shopping,3,2022-09-02,user_04068
2498,StudyBot,Education,4,2022-05-05,user_02507
2499,FileMaster,Tools,5,2022-07-02,user_03328
2500,StudyBot,Education,4,2022-07-16,user_04201
2501,SnapFeed,Social,3,2022-05-18,user_02146
2502,HotelFind,Travel,3,2022-10-15,user_03468
2503,PriceAlert,Shopping,2,2022-07-17,user_03573
2504,DealFinder,Shopping,4,2022-07-02,user_04706
2505,MusicBox,Entertainment,4,2022-09-21,user_04924
2506,CartQuick,Shopping,5,2022-06-13,user_03683
2507,StudyBot,Education,4,2022-07-06,user_07660
2508,CryptoWatch,Finance,4,2022-06-09,user_00837
2509,MoneyTrack,Finance,5,2022-05-03,user_03236
2510,PriceAlert,Shopping,2,2022-11-02,user_01953
2511,FlightAlert,Travel,5,2022-01-04,user_05748
2512,FitLogger,Health & Fitness,1,2022-06-30,user_05422
2513,GameHub,Entertainment,4,2022-05-27,user_03071
2514,CartQuick,Shopping,1,2022-07-08,user_03063
2515,FlightAlert,Travel,3,2022-03-09,user_02976
2516,StreamNow,Entertainment,4,2022-05-15,user_01380
2517,TaskFlow,Productivity,3,2022-08-20,user_04985
2518,Circlez,Social,2,2022-09-29,user_00614
2519,MusicBox,Entertainment,4,2022-09-24,user_06161
2520,QuizMaster,Education,1,2022-11-28,user_01938
2521,MusicBox,Entertainment,2,2022-05-13,user_00483
2522,NoteSync,Productivity,1,2022-07-22,user_00813
2523,FocusMate,Productivity,4,2022-02-05,user_06742
2524,MoneyTrack,Finance,4,2022-11-26,user_05226
2525,MoneyTrack,Finance,4,2022-10-09,user_07486
2526,GameHub,Entertainment,5,2022-01-05,user_07376
2527,BudgetPal,Finance,5,2022-12-07,user_04938
2528,PriceAlert,Shopping,1,2022-09-03,user_07434
2529,MealPlan,Health & Fitness,5,2022-01-31,user_04503
2530,MealPlan,Health & Fitness,3,2022-05-27,user_00644
2531,DealFinder,Shopping,2,2022-11-15,user_00723
2532,QuickScan,Tools,2,2022-08-26,user_06072
2533,Circlez,Social,3,2022-07-24,user_03316
2534,FocusMate,Productivity,1,2022-04-23,user_03137
2535,FileMaster,Tools,3,2022-03-28,user_06185
2536,SnapFeed,Social,4,2022-12-24,user_00789
2537,HotelFind,Travel,4,2022-03-24,user_01210
2538,DealFinder,Shopping,4,2022-12-18,user_03965
2539,Circlez,Social,4,2022-08-10,user_02241
2540,TripBuilder,Travel,2,2022-05-04,user_05987
2541,NoteSync,Productivity,2,2022-11-30,user_03383
2542,MealPlan,Health & Fitness,2,2022-10-05,user_02423
2543,StudyBot,Education,1,2022-10-20,user_07597
2544,Chatterbox,Social,5,2022-09-07,user_04341
2545,FileMaster,Tools,3,2022-04-06,user_01110
2546,MealPlan,Health & Fitness,1,2022-02-21,user_06958
2547,CleanUp Pro,Tools,4,2022-07-08,user_07576
2548,MealPlan,Health & Fitness,4,2022-06-09,user_04132
2549,LearnFast,Education,4,2022-05-01,user_05560
2550,FitLogger,Health & Fitness,3,2022-04-22,user_06568
2551,LearnFast,Education,1,2022-11-16,user_05424
2552,QuizMaster,Education,2,2022-03-26,user_02628
2553,PriceAlert,Shopping,2,2022-11-13,user_06999
2554,StudyBot,Education,1,2022-10-24,user_01119
2555,MusicBox,Entertainment,1,2022-11-02,user_04483
2556,MessengerX,Communication,1,2022-03-08,user_07526
2557,GroupChat,Communication,3,2022-04-03,user_07436
2558,TripBuilder,Travel,5,2022-07-02,user_07263
2559,PriceAlert,Shopping,1,2022-08-13,user_03408
2560,LearnFast,Education,3,2022-11-03,user_00359
2561,MealPlan,Health & Fitness,5,2022-05-11,user_04461
2562,StepCounter,Health & Fitness,3,2022-08-11,user_03989
2563,CryptoWatch,Finance,1,2022-09-02,user_06230
2564,MessengerX,Communication,1,2022-11-29,user_00687
2565,CryptoWatch,Finance,4,2022-09-13,user_00318
2566,MusicBox,Entertainment,1,2022-05-23,user_00707
2567,TripBuilder,Travel,1,2022-12-13,user_02709
2568,LearnFast,Education,2,2022-12-05,user_06859
2569,HotelFind,Travel,4,2022-08-29,user_01496
2570,SnapFeed,Social,3,2022-03-17,user_07266
2571,GroupChat,Communication,5,2022-09-03,user_06391
2572,MealPlan,Health & Fitness,3,2022-04-14,user_01622
2573,DealFinder,Shopping,5,2022-12-06,user_04457
2574,SnapFeed,Social,3,2022-02-19,user_00745
2575,FileMaster,Tools,5,2022-04-13,user_06927
2576,StudyBot,Education,4,2022-05-29,user_07176
2577,CartQuick,Shopping,5,2022-10-14,user_06288
2578,TripBuilder,Travel,4,2022-04-28,user_00213
2579,QuizMaster,Education,2,2022-12-02,user_07920
2580,TaskFlow,Productivity,1,2022-11-13,user_01312
2581,StreamNow,Entertainment,4,2022-12-05,user_03645
2582,Circlez,Social,5,2022-02-23,user_01225
2583,SnapFeed,Social,1,2022-07-22,user_00852
2584,GroupChat,Communication,2,2022-10-20,user_00465
2585,MoneyTrack,Finance,3,2022-08-30,user_02689
2586,FitLogger,Health & Fitness,2,2022-06-12,user_02928
2587,DealFinder,Shopping,5,2022-02-19,user_01490
2588,CryptoWatch,Finance,4,2022-05-11,user_02623
2589,BudgetPal,Finance,3,2022-05-02,user_01470
2590,TripBuilder,Travel,2,2022-02-13,user_06032
2591,CartQuick,Shopping,3,2022-03-08,user_04763
2592,LearnFast,Education,4,2022-03-30,user_00373
2593,CartQuick,Shopping,2,2022-10-20,user_05882
2594,CartQuick,Shopping,5,2022-10-11,user_01170
2595,GroupChat,Communication,1,2022-07-15,user_06075
2596,MusicBox,Entertainment,2,2022-09-02,user_07477
2597,FocusMate,Productivity,2,2022-06-30,user_06218
2598,FocusMate,Productivity,3,2022-12-13,user_06338
2599,MusicBox,Entertainment,1,2022-03-12,user_06289
2600,StudyBot,Education,5,2022-11-02,user_06171
2601,TripBuilder,Travel,1,2022-01-27,user_05596
2602,VoiceLink,Communication,5,2022-03-17,user_01498
2603,TaskFlow,Productivity,5,2022-06-22,user_03562
2604,StepCounter,Health & Fitness,3,2022-02-12,user_01917
2605,MealPlan,Health & Fitness,4,2022-02-12,user_04773
2606,TaskFlow,Productivity,1,2022-06-20,user_02225
2607,GroupChat,Communication,4,2022-12-01,user_00063
2608,FlightAlert,Travel,4,2022-09-14,user_03228
2609,StreamNow,Entertainment,3,2022-02-10,user_04530
2610,TaskFlow,Productivity,2,2022-06-08,user_07754
2611,DealFinder,Shopping,2,2022-03-24,user_07617
2612,VoiceLink,Communication,1,2022-11-20,user_00261
2613,MoneyTrack,Finance,1,2022-06-15,user_01071
2614,Chatterbox,Social,1,2022-04-14,user_07456
2615,Circlez,Social,1,2022-06-10,user_03150
2616,CleanUp Pro,Tools,1,2022-08-06,user_03833
2617,BudgetPal,Finance,1,2022-08-17,user_05409
2618,MessengerX,Communication,5,2022-09-25,user_03648
2619,CleanUp Pro,Tools,3,2022-10-01,user_04654
2620,TaskFlow,Productivity,5,2022-02-21,user_00789
2621,StudyBot,Education,1,2022-08-12,user_03880
2622,BudgetPal,Finance,4,2022-05-23,user_03193
2623,Circlez,Social,4,2022-08-12,user_05405
2624,FocusMate,Productivity,2,2022-01-08,user_03772
2625,Chatterbox,Social,5,2022-12-27,user_06012
2626,VoiceLink,Communication,4,2022-01-04,user_00491
2627,GameHub,Entertainment,5,2022-04-19,user_00753
2628,VoiceLink,Communication,5,2022-10-20,user_00924
2629,MessengerX,Communication,5,2022-07-17,user_03794
2630,MusicBox,Entertainment,1,2022-09-28,user_00847
2631,MealPlan,Health & Fitness,3,2022-05-26,user_01957
2632,Circlez,Social,4,2022-07-22,user_01517
2633,HotelFind,Travel,1,2022-02-09,user_01547
2634,Chatterbox,Social,2,2022-12-07,user_06646
2635,MealPlan,Health & Fitness,1,2022-12-12,user_00760
2636,NoteSync,Productivity,3,2022-08-03,user_06934
2637,FitLogger,Health & Fitness,5,2022-08-17,user_07525
2638,PriceAlert,Shopping,4,2022-05-26,user_01909
2639,CartQuick,Shopping,5,2022-08-24,user_07837
2640,MoneyTrack,Finance,3,2022-03-15,user_04477
2641,GameHub,Entertainment,4,2022-09-15,user_02326
2642,PriceAlert,Shopping,2,2022-03-01,user_07680
2643,Chatterbox,Social,4,2022-03-25,user_01468
2644,SnapFeed,Social,5,2022-08-26,user_07490
2645,FlightAlert,Travel,5,2022-10-01,user_03694
2646,DealFinder,Shopping,4,2022-07-14,user_05231
2647,CartQuick,Shopping,1,2022-07-21,user_01960
2648,TaskFlow,Productivity,4,2022-12-08,user_00289
2649,TripBuilder,Travel,3,2022-05-27,user_02152
2650,SnapFeed,Social,4,2022-04-13,user_00437
2651,CryptoWatch,Finance,3,2022-12-09,user_06601
2652,BudgetPal,Finance,5,2022-11-26,user_07016
2653,FitLogger,Health & Fitness,2,2022-12-18,user_05210
2654,LearnFast,Education,1,2022-02-03,user_07783
2655,Chatterbox,Social,3,2022-10-13,user_02819
2656,GroupChat,Communication,5,2022-05-08,user_05718
2657,StudyBot,Education,4,2022-06-29,user_03682
2658,SnapFeed,Social,5,2022-04-11,user_03347
2659,Circlez,Social,3,2022-12-22,user_00339
2660,FileMaster,Tools,4,2022-09-15,user_02353
2661,MealPlan,Health & Fitness,3,2022-09-26,user_02187
2662,MealPlan,Health & Fitness,2,2022-06-08,user_00171
2663,FlightAlert,Travel,1,2022-10-24,user_00794
2664,Circlez,Social,5,2022-11-06,user_03459
2665,MusicBox,Entertainment,1,2022-06-04,user_01041
2666,DealFinder,Shopping,3,2022-07-18,user_01594
2667,TripBuilder,Travel,3,2022-05-22,user_06253
2668,FileMaster,Tools,4,2022-11-27,user_07584
2669,CryptoWatch,Finance,1,2022-07-23,user_05645
2670,FocusMate,Productivity,5,2022-02-24,user_00943
2671,CleanUp Pro,Tools,3,2022-08-08,user_07626
2672,Chatterbox,Social,5,2022-12-26,user_05742
2673,MessengerX,Communication,5,2022-11-27,user_02661
2674,BudgetPal,Finance,3,2022-11-28,user_05199
2675,QuickScan,Tools,2,2022-11-15,user_06823
2676,MoneyTrack,Finance,5,2022-08-29,user_07096
2677,Chatterbox,Social,4,2022-10-22,user_07756
2678,StepCounter,Health & Fitness,5,2022-09-05,user_03318
2679,PriceAlert,Shopping,2,2022-02-12,user_04963
2680,MusicBox,Entertainment,4,2022-05-22,user_05048
2681,Circlez,Social,4,2022-04-27,user_05613
2682,GameHub,Entertainment,1,2022-05-28,user_04891
2683,CryptoWatch,Finance,5,2022-09-14,user_03320
2684,MusicBox,Entertainment,3,2022-02-17,user_00393
2685,GroupChat,Communication,5,2022-09-13,user_04327
2686,TaskFlow,Productivity,4,2022-05-16,user_01168
2687,MessengerX,Communication,4,2022-04-19,user_01983
2688,MealPlan,Health & Fitness,5,2022-12-27,user_05248
2689,SnapFeed,Social,3,2022-05-31,user_02739
2690,CartQuick,Shopping,5,2022-03-14,user_04113
2691,GameHub,Entertainment,3,2022-02-10,user_01246
2692,MealPlan,Health & Fitness,1,2022-12-22,user_06937
2693,StreamNow,Entertainment,1,2022-06-27,user_04538
2694,StepCounter,Health & Fitness,4,2022-05-02,user_05055
2695,FlightAlert,Travel,5,2022-04-15,user_06386
2696,CryptoWatch,Finance,5,2022-12-26,user_01587
2697,StepCounter,Health & Fitness,4,2022-08-02,user_05519
2698,CryptoWatch,Finance,5,2022-09-25,user_01544
2699,BudgetPal,Finance,4,2022-12-21,user_02162
2700,CryptoWatch,Finance,5,2022-05-19,user_04462
2701,MusicBox,Entertainment,5,2022-02-22,user_06936
2702,MessengerX,Communication,1,2022-07-26,user_01482
