user_id,device_type,region,account_age_days
user_01598,Android mid-range,North America,198
user_01599,iOS,North America,28
user_01600,Android budget,Eastern Europe,837
user_01601,iOS,North America,7
user_01602,Android mid-range,Eastern Europe,15
user_01603,iOS,North America,114
user_01604,Android budget,Southeast Asia,1085
user_01605,iOS,Latin America,239
user_01606,Android mid-range,South Asia,791
user_01607,iOS,Western Europe,322
user_01608,iOS,Eastern Europe,327
user_01609,Android flagship,Southeast Asia,15
user_01610,iOS,North America,868
user_01611,iOS,Latin America,699
user_01612,iOS,South Asia,810
user_01613,iOS,South Asia,8
user_01614,Android mid-range,Southeast Asia,248
user_01615,iOS,South Asia,253
user_01616,Android budget,North America,32
user_01617,iOS,South Asia,237
user_01618,Android mid-range,Latin America,15
user_01619,iOS,Southeast Asia,953
user_01620,Android budget,North America,990
user_01621,Android flagship,North America,23
user_01622,Android mid-range,Western Europe,60
user_01623,Android mid-range,Eastern Europe,565
user_01624,Android budget,Latin America,7
user_01625,Android mid-range,Western Europe,304
user_01626,Android budget,North America,28
user_01627,Android flagship,Western Europe,181
user_01628,iOS,North America,1166
user_01629,iOS,Western Europe,119
user_01630,Android flagship,Western Europe,38
user_01631,Android budget,Southeast Asia,11
user_01632,Android budget,Latin America,953
user_01633,Android budget,North America,439
user_01634,Android mid-range,North America,25
user_01635,Android budget,Eastern Europe,80
user_01636,Android budget,North America,244
user_01637,Android budget,North America,326
user_01638,Android budget,North America,66
user_01639,Android budget,Southeast Asia,53
user_01640,Android flagship,Southeast Asia,37
user_01641,Android mid-range,Latin America,184
user_01642,Android budget,Southeast Asia,98
user_01643,iOS,Western Europe,33
user_01644,Android budget,North America,433
user_01645,Android flagship,Western Europe,110
user_01646,iOS,Western Europe,284
user_01647,Android budget,Southeast Asia,972
user_01648,Android mid-range,Latin America,44
user_01649,Android mid-range,Western Europe,64
user_01650,Android mid-range,Latin America,252
user_01651,Android budget,Western Europe,69
user_01652,iOS,Southeast Asia,439
user_01653,Android mid-range,South Asia,163
user_01654,Android budget,Western Europe,214
user_01655,Android budget,North America,105
user_01656,iOS,North America,4
user_01657,iOS,Western Europe,26
user_01658,Android mid-range,North America,6
user_01659,Android mid-range,Southeast Asia,405
user_01660,iOS,Latin America,671
user_01661,iOS,Eastern Europe,956
user_01662,Android budget,South Asia,906
user_01663,iOS,Western Europe,59
user_01664,Android mid-range,South Asia,61
user_01665,Android budget,Western Europe,14
user_01666,Android mid-range,Latin America,686
user_01667,iOS,Western Europe,201
user_01668,Android budget,Eastern Europe,85
user_01669,Android flagship,North America,18
user_01670,Android mid-range,Eastern Europe,129
user_01671,iOS,South Asia,20
user_01672,iOS,Western Europe,221
user_01673,iOS,Eastern Europe,273
user_01674,Android budget,North America,202
user_01675,Android budget,South Asia,197
user_01676,Android budget,Western Europe,993
user_01677,Android flagship,Southeast Asia,180
user_01678,Android mid-range,Latin America,360
user_01679,Android flagship,Latin America,23
user_01680,iOS,Western Europe,326
user_01681,Android mid-range,Southeast Asia,568
user_01682,iOS,Latin America,148
user_01683,Android budget,Western Europe,35
user_01684,Android budget,Southeast Asia,1057
user_01685,Android flagship,North America,617
user_01686,iOS,North America,944
user_01687,iOS,South Asia,42
user_01688,iOS,Southeast Asia,159
user_01689,Android budget,Latin America,54
user_01690,iOS,Eastern Europe,693
user_01691,Android budget,Southeast Asia,191
user_01692,Android mid-range,Eastern Europe,37
user_01693,Android budget,Western Europe,172
user_01694,Android flagship,Western Europe,85
user_01695,Android budget,North America,1057
user_01696,Android mid-range,Southeast Asia,19
user_01697,Android flagship,Latin America,171
user_01698,Android budget,Southeast Asia,149
user_01699,Android flagship,Western Europe,45
user_01700,Android budget,North America,66
user_01701,Android flagship,Southeast Asia,199
user_01702,Android flagship,Eastern Europe,12
user_01703,iOS,North America,21
user_01704,Android mid-range,South Asia,647
user_01705,Android budget,North America,1197
user_01706,iOS,Western Europe,15
user_01707,Android mid-range,North America,9
user_01708,iOS,Eastern Europe,746
user_01709,iOS,Southeast Asia,856
user_01710,Android mid-range,Latin America,67
user_01711,iOS,North America,13
user_01712,iOS,North America,1032
user_01713,iOS,South Asia,4
user_01714,Android flagship,Western Europe,47
user_01715,Android mid-range,Latin America,1143
user_01716,Android flagship,Southeast Asia,714
user_01717,Android budget,South Asia,178
user_01718,Android budget,Southeast Asia,1097
user_01719,Android flagship,Southeast Asia,871
user_01720,Android mid-range,North America,202
user_01721,Android budget,North America,1049
user_01722,Android budget,Western Europe,148
user_01723,iOS,Eastern Europe,27
user_01724,Android mid-range,North America,457
user_01725,Android mid-range,Southeast Asia,576
user_01726,Android mid-range,Western Europe,83
user_01727,iOS,North America,65
user_01728,Android budget,North America,771
user_01729,iOS,Western Europe,767
user_01730,Android budget,North America,242
user_01731,Android budget,Western Europe,1094
user_01732,Android mid-range,North America,58
user_01733,Android budget,Southeast Asia,307
user_01734,iOS,North America,5
user_01735,Android budget,North America,289
user_01736,Android mid-range,Western Europe,605
user_01737,Android mid-range,Western Europe,346
user_01738,iOS,Eastern Europe,89
user_01739,Android mid-range,Latin America,96
user_01740,Android mid-range,Latin America,0
user_01741,iOS,Eastern Europe,439
user_01742,Android budget,Latin America,279
user_01743,Android mid-range,North America,10
user_01744,Android budget,North America,10
user_01745,Android budget,North America,160
user_01746,iOS,Eastern Europe,68
user_01747,Android budget,North America,228
user_01748,Android mid-range,North America,498
user_01749,Android flagship,Eastern Europe,969
user_01750,Android flagship,Eastern Europe,62
user_01751,Android budget,South Asia,363
user_01752,Android budget,Western Europe,69
user_01753,Android mid-range,Western Europe,285
user_01754,Android mid-range,Latin America,292
user_01755,Android mid-range,Eastern Europe,10
user_01756,iOS,Eastern Europe,303
user_01757,Android flagship,Eastern Europe,11
user_01758,Android mid-range,Southeast Asia,692
user_01759,Android budget,Western Europe,323
user_01760,Android mid-range,South Asia,16
user_01761,Android flagship,Western Europe,522
user_01762,Android flagship,North America,453
user_01763,iOS,North America,30
user_01764,Android flagship,North America,863
user_01765,iOS,Western Europe,129
user_01766,Android mid-range,North America,259
user_01767,Android mid-range,South Asia,232
user_01768,iOS,Western Europe,13
user_01769,iOS,North America,1102
user_01770,Android budget,North America,56
user_01771,Android flagship,Latin America,433
user_01772,Android budget,Southeast Asia,15
user_01773,Android flagship,Southeast Asia,39
user_01774,iOS,North America,71
user_01775,Android budget,North America,778
user_01776,Android budget,Latin America,6
user_01777,iOS,South Asia,273
user_01778,Android mid-range,North America,5
user_01779,Android budget,Eastern Europe,1139
user_01780,Android budget,South Asia,295
user_01781,iOS,Western Europe,893
user_01782,Android flagship,Southeast Asia,73
user_01783,iOS,Western Europe,20
user_01784,Android flagship,Southeast Asia,204
user_01785,Android flagship,Southeast Asia,75
user_01786,iOS,South Asia,719
user_01787,Android mid-range,North America,23
user_01788,iOS,Western Europe,130
user_01789,Android mid-range,South Asia,57
user_01790,Android flagship,South Asia,624
user_01791,Android budget,Western Europe,37
user_01792,Android mid-range,Southeast Asia,0
user_01793,Android flagship,Western Europe,762
user_01794,Android flagship,Eastern Europe,354
user_01795,Android budget,North America,228
user_01796,iOS,Eastern Europe,1007
user_01797,iOS,Western Europe,61
user_01798,Android mid-range,North America,467
user_01799,Android flagship,Latin America,19
user_01800,iOS,Southeast Asia,58
user_01801,iOS,South Asia,7
user_01802,iOS,Latin America,110
user_01803,Android budget,Southeast Asia,10
user_01804,Android mid-range,Latin America,319
user_01805,Android mid-range,North America,18
user_01806,Android budget,North America,39
user_01807,Android mid-range,North America,863
user_01808,iOS,South Asia,101
user_01809,Android mid-range,Western Europe,832
user_01810,Android budget,Southeast Asia,1174
user_01811,iOS,North America,74
user_01812,iOS,North America,63
user_01813,Android flagship,Southeast Asia,188
user_01814,Android budget,Western Europe,46
user_01815,Android budget,Western Europe,506
user_01816,iOS,Western Europe,35
user_01817,iOS,Southeast Asia,45
user_01818,Android flagship,North America,12
user_01819,Android flagship,Southeast Asia,101
user_01820,Android flagship,North America,51
user_01821,Android mid-range,Western Europe,446
user_01822,Android mid-range,Western Europe,20
user_01823,Android mid-range,Latin America,12
user_01824,iOS,Western Europe,278
user_01825,Android flagship,Latin America,225
user_01826,Android mid-range,Western Europe,793
user_01827,Android flagship,North America,963
user_01828,Android budget,Southeast Asia,247
user_01829,Android budget,North America,34
user_01830,Android budget,South Asia,655
user_01831,Android budget,Eastern Europe,69
user_01832,Android budget,Latin America,137
user_01833,iOS,North America,28
user_01834,iOS,South Asia,11
user_01835,Android budget,North America,8
user_01836,Android mid-range,North America,0
user_01837,Android mid-range,Southeast Asia,189
user_01838,iOS,North America,206
user_01839,iOS,Latin America,18
user_01840,Android mid-range,Southeast Asia,224
user_01841,iOS,Southeast Asia,48
user_01842,Android mid-range,North America,28
user_01843,Android flagship,North America,212
user_01844,iOS,Southeast Asia,12
user_01845,iOS,Western Europe,2
user_01846,Android budget,Southeast Asia,566
user_01847,Android mid-range,South Asia,557
user_01848,Android mid-range,Eastern Europe,1188
user_01849,iOS,Western Europe,28
user_01850,Android budget,South Asia,22
user_01851,Android budget,Southeast Asia,331
user_01852,Android mid-range,North America,492
user_01853,Android flagship,Western Europe,67
user_01854,Android mid-range,Latin America,738
user_01855,iOS,South Asia,166
user_01856,Android flagship,North America,619
user_01857,Android budget,North America,4
user_01858,Android budget,Eastern Europe,79
user_01859,Android mid-range,North America,9
user_01860,Android mid-range,Western Europe,248
user_01861,iOS,South Asia,85
user_01862,iOS,North America,110
user_01863,iOS,Southeast Asia,13
user_01864,Android flagship,Western Europe,240
user_01865,Android mid-range,Southeast Asia,370
user_01866,Android mid-range,Southeast Asia,471
user_01867,Android mid-range,North America,566
user_01868,Android flagship,Southeast Asia,131
user_01869,Android mid-range,North America,1023
user_01870,iOS,Western Europe,276
user_01871,Android mid-range,Southeast Asia,280
user_01872,Android budget,North America,288
user_01873,Android budget,Latin America,805
user_01874,Android budget,South Asia,536
user_01875,Android mid-range,Latin America,4
user_01876,Android mid-range,Southeast Asia,1184
user_01877,iOS,North America,280
user_01878,Android budget,South Asia,268
user_01879,iOS,Southeast Asia,555
user_01880,Android budget,North America,118
user_01881,iOS,South Asia,74
user_01882,iOS,North America,57
user_01883,Android flagship,Western Europe,6
user_01884,Android flagship,Western Europe,161
user_01885,iOS,Southeast Asia,923
user_01886,iOS,Eastern Europe,54
user_01887,Android mid-range,Eastern Europe,951
user_01888,Android budget,Western Europe,810
user_01889,Android budget,North America,223
user_01890,Android mid-range,Southeast Asia,9
user_01891,Android budget,Latin America,2
user_01892,Android budget,Southeast Asia,3
user_01893,Android flagship,North America,304
user_01894,Android budget,North America,13
user_01895,Android budget,Eastern Europe,88
user_01896,Android mid-range,North America,317
user_01897,iOS,Latin America,1149
user_01898,Android flagship,North America,741
user_01899,Android flagship,North America,88
user_01900,Android mid-range,North America,26
user_01901,Android mid-range,Western Europe,479
user_01902,Android flagship,Latin America,1199
user_01903,Android mid-range,North America,20
user_01904,iOS,South Asia,217
user_01905,Android budget,Southeast Asia,266
user_01906,Android budget,Western Europe,47
user_01907,Android mid-range,Southeast Asia,119
user_01908,iOS,Latin America,246
user_01909,iOS,Latin America,340
user_01910,iOS,Southeast Asia,307
user_01911,Android mid-range,Latin America,3
user_01912,iOS,North America,17
user_01913,Android budget,Western Europe,174
user_01914,Android flagship,Eastern Europe,63
user_01915,Android budget,North America,906
user_01916,Android flagship,North America,75
user_01917,Android mid-range,North America,12
user_01918,iOS,Western Europe,330
user_01919,Android mid-range,Western Europe,462
user_01920,iOS,North America,1113
user_01921,Android flagship,South Asia,33
user_01922,iOS,North America,18
user_01923,Android flagship,North America,7
user_01924,Android flagship,Southeast Asia,885
user_01925,Android flagship,Southeast Asia,68
user_01926,Android flagship,North America,157
user_01927,Android flagship,South Asia,231
user_01928,iOS,North America,830
user_01929,Android flagship,North America,208
user_01930,Android mid-range,Southeast Asia,24
user_01931,Android flagship,Western Europe,1126
user_01932,Android mid-range,Southeast Asia,193
user_01933,Android flagship,Latin America,827
user_01934,Android budget,Southeast Asia,80
user_01935,Android mid-range,Latin America,1098
user_01936,Android mid-range,South Asia,25
user_01937,Android mid-range,Western Europe,265
user_01938,Android flagship,Southeast Asia,1
user_01939,iOS,South Asia,201
user_01940,Android mid-range,Latin America,59
user_01941,Android budget,Southeast Asia,1
user_01942,Android mid-range,Western Europe,77
user_01943,Android mid-range,Western Europe,113
user_01944,Android mid-range,Western Europe,69
user_01945,Android mid-range,North America,405
user_01946,iOS,South Asia,18
user_01947,Android budget,North America,266
user_01948,iOS,Southeast Asia,58
user_01949,Android mid-range,North America,59
user_01950,Android budget,Western Europe,22
user_01951,Android budget,North America,698
user_01952,Android flagship,Southeast Asia,5
user_01953,Android mid-range,North America,264
user_01954,Android budget,Western Europe,11
user_01955,iOS,Latin America,2
user_01956,Android budget,Latin America,995
user_01957,Android budget,Southeast Asia,151
user_01958,Android mid-range,North America,223
user_01959,Android flagship,Eastern Europe,58
user_01960,iOS,Western Europe,285
user_01961,Android flagship,Western Europe,513
user_01962,Android mid-range,Eastern Europe,640
user_01963,Android flagship,Southeast Asia,8
user_01964,Android mid-range,North America,55
user_01965,Android flagship,North America,220
user_01966,iOS,Southeast Asia,27
user_01967,Android mid-range,Eastern Europe,362
user_01968,Android flagship,North America,18
user_01969,iOS,Western Europe,6
user_01970,Android mid-range,North America,67
user_01971,Android mid-range,Southeast Asia,82
user_01972,Android mid-range,North America,192
user_01973,Android flagship,Western Europe,148
user_01974,iOS,Eastern Europe,156
user_01975,iOS,Eastern Europe,6
user_01976,Android budget,North America,67
user_01977,Android budget,Eastern Europe,89
user_01978,Android mid-range,North America,42
user_01979,iOS,Southeast Asia,563
user_01980,Android budget,North America,19
user_01981,Android mid-range,Latin America,729
user_01982,iOS,Southeast Asia,354
user_01983,Android flagship,Eastern Europe,691
user_01984,iOS,Southeast Asia,11
user_01985,Android mid-range,North America,287
user_01986,Android flagship,Western Europe,635
user_01987,Android flagship,North America,693
user_01988,Android mid-range,Western Europe,588
user_01989,Android flagship,Latin America,66
user_01990,Android flagship,North America,152
user_01991,Android flagship,Southeast Asia,822
user_01992,iOS,North America,108
user_01993,Android flagship,Southeast Asia,21
user_01994,Android mid-range,North America,670
user_01995,Android flagship,South Asia,100
user_01996,Android budget,Western Europe,625
user_01997,Android budget,North America,252
user_01998,Android budget,Latin America,15
user_01999,Android flagship,Southeast Asia,15
user_02000,iOS,Western Europe,883
user_02001,Android flagship,North America,1119
user_02002,Android mid-range,Western Europe,9
user_02003,Android mid-range,Latin America,61
user_02004,iOS,North America,16
user_02005,Android budget,North America,5
user_02006,Android budget,North America,164
user_02007,Android mid-range,North America,233
user_02008,iOS,North America,497
user_02009,Android budget,Western Europe,944
user_02010,Android mid-range,Western Europe,18
user_02011,Android budget,North America,16
user_02012,Android flagship,Western Europe,56
user_02013,Android budget,Eastern Europe,322
user_02014,Android flagship,Southeast Asia,464
user_02015,Android mid-range,North America,927
user_02016,Android budget,Western Europe,867
user_02017,Android mid-range,South Asia,30
user_02018,iOS,Southeast Asia,94
user_02019,Android budget,Western Europe,38
user_02020,iOS,North America,121
user_02021,Android budget,North America,14
user_02022,Android budget,South Asia,12
user_02023,iOS,Southeast Asia,714
user_02024,Android budget,Southeast Asia,178
user_02025,Android mid-range,North America,709
user_02026,Android mid-range,Southeast Asia,133
user_02027,Android flagship,North America,234
user_02028,iOS,Latin America,216
user_02029,iOS,South Asia,7
user_02030,Android budget,Latin America,13
user_02031,Android budget,Western Europe,28
user_02032,Android flagship,Latin America,23
user_02033,iOS,Western Europe,1061
user_02034,Android budget,North America,20
user_02035,Android flagship,North America,18
user_02036,Android mid-range,Western Europe,14
user_02037,iOS,Southeast Asia,957
user_02038,Android budget,Western Europe,390
user_02039,Android budget,North America,6
user_02040,Android mid-range,North America,49
user_02041,Android mid-range,South Asia,131
user_02042,Android budget,Latin America,284
user_02043,Android mid-range,Western Europe,809
user_02044,iOS,Southeast Asia,94
user_02045,Android mid-range,North America,85
user_02046,Android budget,Southeast Asia,16
user_02047,Android mid-range,North America,19
user_02048,Android flagship,North America,7
user_02049,iOS,Southeast Asia,697
user_02050,Android budget,Western Europe,910
user_02051,Android mid-range,South Asia,124
user_02052,Android flagship,Southeast Asia,86
user_02053,Android flagship,Southeast Asia,190
user_02054,Android flagship,Latin America,314
user_02055,iOS,Western Europe,299
user_02056,Android mid-range,North America,392
user_02057,Android budget,South Asia,547
user_02058,Android flagship,Western Europe,202
user_02059,Android budget,Southeast Asia,249
user_02060,Android flagship,South Asia,178
user_02061,Android budget,Latin America,1055
user_02062,Android flagship,North America,764
user_02063,iOS,Western Europe,220
user_02064,iOS,South Asia,29
user_02065,Android mid-range,Latin America,21
user_02066,iOS,Western Europe,11
user_02067,Android budget,Eastern Europe,445
user_02068,Android mid-range,Latin America,41
user_02069,Android mid-range,Western Europe,19
user_02070,Android mid-range,Latin America,30
user_02071,Android flagship,Southeast Asia,363
user_02072,iOS,Western Europe,199
user_02073,Android mid-range,Southeast Asia,304
user_02074,Android budget,Western Europe,12
user_02075,iOS,Western Europe,313
user_02076,iOS,Southeast Asia,83
user_02077,Android mid-range,North America,1048
user_02078,Android budget,Eastern Europe,958
user_02079,Android mid-range,South Asia,118
user_02080,Android flagship,North America,353
user_02081,Android budget,South Asia,347
user_02082,Android budget,Western Europe,83
user_02083,Android flagship,Southeast Asia,28
user_02084,Android budget,Western Europe,61
user_02085,iOS,South Asia,99
user_02086,Android budget,North America,67
user_02087,Android mid-range,North America,196
user_02088,iOS,South Asia,26
user_02089,iOS,North America,14
user_02090,iOS,Eastern Europe,249
user_02091,iOS,Eastern Europe,150
user_02092,Android mid-range,North America,837
user_02093,Android budget,Latin America,308
user_02094,Android mid-range,Western Europe,327
user_02095,iOS,Eastern Europe,204
user_02096,iOS,Western Europe,12
user_02097,Android budget,Western Europe,538
user_02098,Android mid-range,North America,19
user_02099,Android budget,North America,147
user_02100,Android mid-range,Southeast Asia,72
user_02101,Android mid-range,Eastern Europe,12
user_02102,iOS,Latin America,270
user_02103,Android mid-range,Eastern Europe,24
user_02104,Android budget,Western Europe,946
user_02105,iOS,Eastern Europe,15
user_02106,Android budget,North America,351
user_02107,Android flagship,North America,161
user_02108,Android budget,South Asia,1010
user_02109,iOS,Western Europe,355
user_02110,iOS,North America,12
user_02111,iOS,North America,11
user_02112,Android budget,North America,299
user_02113,Android mid-range,North America,157
user_02114,iOS,Southeast Asia,256
user_02115,iOS,North America,1018
user_02116,Android flagship,Latin America,668
user_02117,Android budget,Southeast Asia,142
user_02118,Android budget,North America,114
user_02119,iOS,Latin America,258
user_02120,Android budget,Southeast Asia,803
user_02121,Android budget,Western Europe,26
user_02122,Android budget,North America,7
user_02123,iOS,North America,42
user_02124,iOS,Latin America,147
user_02125,iOS,Eastern Europe,298
user_02126,Android mid-range,Western Europe,23
user_02127,iOS,Latin America,1172
user_02128,Android flagship,Southeast Asia,44
user_02129,Android budget,South Asia,16
user_02130,Android mid-range,Western Europe,312
user_02131,iOS,Latin America,156
user_02132,Android flagship,North America,1087
user_02133,Android budget,Southeast Asia,1041
user_02134,Android budget,Latin America,150
user_02135,Android flagship,North America,67
user_02136,iOS,Western Europe,43
user_02137,Android mid-range,North America,74
user_02138,Android flagship,Eastern Europe,851
user_02139,Android budget,Southeast Asia,4
user_02140,Android budget,Southeast Asia,1124
user_02141,Android mid-range,Latin America,29
user_02142,iOS,North America,60
user_02143,Android budget,Southeast Asia,34
user_02144,Android mid-range,Latin America,281
user_02145,Android flagship,North America,1007
user_02146,Android budget,Southeast Asia,25
user_02147,Android mid-range,South Asia,1129
user_02148,Android flagship,Latin America,31
user_02149,iOS,Eastern Europe,604
user_02150,Android budget,Western Europe,357
user_02151,iOS,Southeast Asia,124
user_02152,Android mid-range,Western Europe,85
user_02153,Android flagship,Western Europe,49
user_02154,Android flagship,Western Europe,1183
user_02155,Android flagship,North America,22
user_02156,iOS,Western Europe,291
user_02157,iOS,Western Europe,334
user_02158,Android flagship,Southeast Asia,23
user_02159,Android budget,Western Europe,9
user_02160,iOS,Eastern Europe,9
user_02161,Android mid-range,Western Europe,30
user_02162,iOS,Eastern Europe,354
user_02163,Android budget,Eastern Europe,59
user_02164,Android flagship,Latin America,1107
user_02165,Android flagship,South Asia,72
user_02166,Android mid-range,South Asia,1095
user_02167,Android budget,Southeast Asia,22
user_02168,Android flagship,South Asia,27
user_02169,Android budget,Latin America,720
user_02170,Android mid-range,Southeast Asia,7
user_02171,Android flagship,Southeast Asia,277
user_02172,iOS,North America,19
user_02173,iOS,Southeast Asia,57
user_02174,Android mid-range,North America,677
user_02175,Android flagship,North America,458
user_02176,Android budget,North America,1006
user_02177,Android budget,South Asia,60
user_02178,Android budget,Eastern Europe,96
user_02179,Android budget,Latin America,54
user_02180,Android flagship,North America,215
user_02181,iOS,Western Europe,336
user_02182,Android flagship,Southeast Asia,25
user_02183,Android budget,South Asia,353
user_02184,Android budget,North America,338
user_02185,Android budget,Latin America,465
user_02186,Android budget,North America,589
user_02187,iOS,Eastern Europe,116
user_02188,Android mid-range,Southeast Asia,68
user_02189,iOS,North America,30
user_02190,iOS,Eastern Europe,2
user_02191,iOS,Eastern Europe,802
user_02192,Android flagship,Latin America,15
user_02193,Android mid-range,South Asia,63
user_02194,Android budget,Western Europe,464
user_02195,iOS,Southeast Asia,201
user_02196,iOS,Western Europe,939
user_02197,Android budget,Southeast Asia,1
user_02198,Android flagship,North America,598
user_02199,Android budget,Eastern Europe,14
user_02200,Android mid-range,Western Europe,90
user_02201,iOS,Southeast Asia,85
user_02202,Android budget,Southeast Asia,72
user_02203,iOS,North America,197
user_02204,Android budget,North America,881
user_02205,Android budget,North America,10
user_02206,iOS,Eastern Europe,49
user_02207,Android mid-range,Eastern Europe,1167
user_02208,iOS,South Asia,41
user_02209,Android budget,Western Europe,24
user_02210,iOS,Western Europe,86
user_02211,Android flagship,Eastern Europe,7
user_02212,Android budget,North America,782
user_02213,Android budget,North America,924
user_02214,Android flagship,South Asia,225
user_02215,Android flagship,Southeast Asia,361
user_02216,Android flagship,Southeast Asia,62
user_02217,Android budget,North America,351
user_02218,Android mid-range,Southeast Asia,614
user_02219,Android mid-range,Latin America,291
user_02220,Android mid-range,Southeast Asia,5
user_02221,Android budget,Southeast Asia,0
user_02222,Android mid-range,Latin America,469
user_02223,Android budget,Western Europe,630
user_02224,Android budget,North America,481
user_02225,Android flagship,Western Europe,8
user_02226,Android budget,Southeast Asia,823
user_02227,Android mid-range,North America,89
user_02228,Android flagship,North America,480
user_02229,Android mid-range,Western Europe,186
user_02230,Android mid-range,North America,55
user_02231,Android mid-range,Southeast Asia,809
user_02232,Android flagship,Eastern Europe,72
user_02233,iOS,Southeast Asia,575
user_02234,Android flagship,Western Europe,571
user_02235,Android budget,Western Europe,291
user_02236,Android budget,Southeast Asia,15
user_02237,Android budget,North America,21
user_02238,Android budget,Western Europe,87
user_02239,Android mid-range,Eastern Europe,334
user_02240,iOS,South Asia,15
user_02241,Android flagship,Western Europe,229
user_02242,Android budget,Latin America,316
user_02243,Android flagship,North America,33
user_02244,Android flagship,North America,104
user_02245,Android flagship,Southeast Asia,630
user_02246,Android mid-range,Western Europe,92
user_02247,Android flagship,Latin America,139
user_02248,Android mid-range,Western Europe,695
user_02249,Android mid-range,Western Europe,1128
user_02250,iOS,North America,58
user_02251,Android budget,Latin America,482
user_02252,Android mid-range,Western Europe,33
user_02253,Android mid-range,North America,584
user_02254,iOS,South Asia,2
user_02255,Android mid-range,Western Europe,1170
user_02256,Android budget,North America,263
user_02257,Android flagship,North America,701
user_02258,Android flagship,North America,26
user_02259,iOS,Western Europe,61
user_02260,Android budget,Latin America,5
user_02261,Android mid-range,North America,292
user_02262,Android budget,Southeast Asia,40
user_02263,Android budget,Southeast Asia,7
user_02264,Android mid-range,South Asia,46
user_02265,Android mid-range,North America,279
user_02266,iOS,Eastern Europe,10
user_02267,Android flagship,Western Europe,22
user_02268,iOS,Eastern Europe,58
user_02269,iOS,Southeast Asia,236
user_02270,Android flagship,North America,657
user_02271,Android budget,Latin America,1099
user_02272,Android flagship,Western Europe,169
user_02273,iOS,North America,63
user_02274,iOS,Western Europe,176
user_02275,Android flagship,North America,14
user_02276,Android budget,Southeast Asia,1017
user_02277,iOS,Western Europe,16
user_02278,Android budget,Eastern Europe,130
user_02279,iOS,North America,46
user_02280,Android budget,North America,274
user_02281,Android flagship,Western Europe,108
user_02282,Android flagship,South Asia,18
user_02283,Android mid-range,Latin America,649
user_02284,iOS,Western Europe,221
user_02285,Android budget,Southeast Asia,58
user_02286,Android budget,Eastern Europe,51
user_02287,iOS,Eastern Europe,21
user_02288,iOS,South Asia,39
user_02289,Android flagship,Southeast Asia,1
user_02290,iOS,South Asia,7
user_02291,Android mid-range,Southeast Asia,103
user_02292,iOS,Western Europe,498
user_02293,Android flagship,Southeast Asia,148
user_02294,Android budget,Latin America,353
user_02295,Android budget,Western Europe,1107
user_02296,Android flagship,Western Europe,281
user_02297,Android budget,North America,55
user_02298,Android mid-range,North America,52
user_02299,Android flagship,North America,13
user_02300,iOS,North America,280
user_02301,Android budget,North America,349
user_02302,Android flagship,Eastern Europe,1
user_02303,Android budget,Southeast Asia,79
user_02304,Android budget,Southeast Asia,6
user_02305,iOS,North America,337
user_02306,iOS,Latin America,527
user_02307,Android flagship,North America,83
user_02308,iOS,North America,490
user_02309,Android budget,Southeast Asia,190
user_02310,Android budget,Eastern Europe,1172
user_02311,iOS,Latin America,29
user_02312,Android budget,North America,224
user_02313,Android budget,North America,3
user_02314,Android budget,North America,16
user_02315,Android budget,Eastern Europe,53
user_02316,Android mid-range,Southeast Asia,363
user_02317,Android budget,Eastern Europe,46
user_02318,Android budget,North America,594
user_02319,Android mid-range,Western Europe,11
user_02320,Android budget,Southeast Asia,197
user_02321,iOS,South Asia,25
user_02322,iOS,North America,231
user_02323,Android budget,Western Europe,2
user_02324,Android mid-range,North America,935
user_02325,Android flagship,North America,47
user_02326,Android budget,Southeast Asia,84
user_02327,Android mid-range,Eastern Europe,164
user_02328,Android flagship,Latin America,354
user_02329,Android budget,Southeast Asia,12
user_02330,Android mid-range,Western Europe,32
user_02331,Android mid-range,Latin America,1115
user_02332,Android budget,North America,1089
user_02333,Android budget,North America,69
user_02334,iOS,Eastern Europe,53
user_02335,Android flagship,Latin America,46
user_02336,Android flagship,Southeast Asia,18
user_02337,Android budget,Latin America,58
user_02338,Android flagship,Southeast Asia,319
user_02339,Android flagship,Western Europe,13
user_02340,Android budget,North America,207
user_02341,Android budget,North America,341
user_02342,iOS,Western Europe,95
user_02343,Android mid-range,North America,1180
user_02344,Android flagship,Eastern Europe,359
user_02345,Android flagship,North America,316
user_02346,Android budget,North America,66
user_02347,Android budget,Latin America,353
user_02348,Android budget,North America,63
user_02349,Android flagship,North America,43
user_02350,Android mid-range,South Asia,24
user_02351,Android mid-range,North America,608
user_02352,Android mid-range,North America,11
user_02353,iOS,Western Europe,141
user_02354,Android budget,Latin America,23
user_02355,Android mid-range,Latin America,753
user_02356,Android budget,Latin America,202
user_02357,Android budget,Eastern Europe,222
user_02358,iOS,Western Europe,6
user_02359,Android budget,North America,230
user_02360,iOS,Western Europe,395
user_02361,Android mid-range,Latin America,935
user_02362,Android budget,Latin America,235
user_02363,Android mid-range,Latin America,966
user_02364,Android mid-range,North America,956
user_02365,iOS,North America,209
user_02366,Android mid-range,North America,28
user_02367,Android budget,Western Europe,363
user_02368,Android budget,Southeast Asia,1109
user_02369,Android flagship,South Asia,993
user_02370,Android flagship,Eastern Europe,4
user_02371,Android budget,North America,355
user_02372,Android mid-range,South Asia,178
user_02373,iOS,North America,348
user_02374,Android budget,North America,888
user_02375,Android budget,Latin America,64
user_02376,Android budget,Western Europe,143
